Year,Region,Gender,Category,Attribute,Value
1/1/2000,EAST REGION,,industry,transportation_storage,0
1/1/2010,NORTH REGION,,mode_of_transport_school,mrt_car,304
1/1/2000,NORTH-EAST REGION,male,age_group,age_60_64,9440
1/1/2010,EAST REGION,male,age_group,age_50_54,29340
1/1/2010,CENTRAL REGION,,religion,other_religions,3433
1/1/2020,EAST REGION,,language_spoken_at_home,tml_eng,6545
1/1/2015,NORTH-EAST REGION,,language_literate,l1_chi,105300
1/1/2015,NORTH REGION,,education_attending,primary,37900
1/1/2010,WEST REGION,female,ethnic_distribution,,
1/1/2010,WEST REGION,,mode_of_transport_school,mrt_lrt_only,0
1/1/2015,NORTH-EAST REGION,,household_income,sgd_15000_to_17499,15200
1/1/2000,NORTH-EAST REGION,female,ethnic_distribution,indian,18090
1/1/2000,WEST REGION,,household_size,person4,57887
1/1/2020,WEST REGION,male,age_group,total,456070
1/1/2010,CENTRAL REGION,,tenancy,,
1/1/2015,EAST REGION,male,age_group,age_5_9,16850
1/1/2010,NORTH REGION,,income_from_work,sgd_9000_to_9999,
1/1/2020,WEST REGION,,mode_of_transport_school,pvt_chartered_bus_van,9422
1/1/2015,NORTH REGION,male,economic_status,employed,164200
1/1/2010,NORTH REGION,female,economic_status,unemployed,6274
1/1/2000,WEST REGION,,industry,admin_support_services,0
1/1/2000,NORTH REGION,female,ethnic_distribution,malays,36185
1/1/2010,NORTH REGION,,household_size,person6,11320
1/1/2015,EAST REGION,,language_spoken_at_home,mand_oth_lang,0
1/1/2000,CENTRAL REGION,,income_from_work,sgd_15000_over,0
1/1/2000,CENTRAL REGION,,language_spoken_at_home,oth_lang_oth_non_eng_lang,0
1/1/2020,NORTH-EAST REGION,female,age_group,age_60_64,31580
1/1/2010,WEST REGION,,mode_of_transport_school,others,13532
1/1/2000,EAST REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,0
1/1/2015,EAST REGION,,mode_of_transport_school,mrt,7100
1/1/2010,NORTH REGION,,mode_of_transport_work,no_transport_required,18378
1/1/2010,EAST REGION,,dwelling_type_household,landed_properties,15028
1/1/2010,NORTH REGION,,household_structure,ofn_3_more_gen,10060
1/1/2015,WEST REGION,female,age_group,age_30_34,35150
1/1/2010,NORTH REGION,,dwelling_type_household,total_hdb,134330
1/1/2015,EAST REGION,,household_income,sgd_4000_to_4999,12100
1/1/2000,CENTRAL REGION,,household_structure,,
1/1/2000,EAST REGION,,language_spoken_at_home,oth_ind_lang_oth_lang,0
1/1/2015,WEST REGION,,household_structure,no_family_nucleus,37200
1/1/2000,WEST REGION,,mode_of_transport_work,bus,77063
1/1/2015,EAST REGION,,income_from_work,sgd_2000_to_2999,0
1/1/2010,CENTRAL REGION,,industry,transport_communications,0
1/1/2020,NORTH-EAST REGION,,language_spoken_at_home,chn_dlt_eng,10265
1/1/2000,CENTRAL REGION,,income_from_work,sgd_1000_to_1499,52528
1/1/2015,WEST REGION,,income_from_work,sgd_10000_to_10999,12600
1/1/2000,NORTH-EAST REGION,female,marital_status,married,134116
1/1/2000,WEST REGION,,dwelling_type_population,total_hdb,689480
1/1/2000,CENTRAL REGION,,language_spoken_at_home,english,209837
1/1/2020,WEST REGION,,industry,other_comm_social_personal,14013
1/1/2020,EAST REGION,,religion,buddhism,168011
1/1/2020,EAST REGION,,household_size,person3,46013
1/1/2020,CENTRAL REGION,,religion,islam,63088
1/1/2015,EAST REGION,,mode_of_transport_school,mrt_lrt_and_bus,0
1/1/2020,NORTH REGION,male,age_group,age_75_79,3970
1/1/2020,NORTH REGION,,language_spoken_at_home,eng_mand,101718
1/1/2010,NORTH-EAST REGION,male,age_group,age_60_64,18900
1/1/2010,NORTH REGION,,income_from_work,sgd_10000_to_10999,
1/1/2015,EAST REGION,female,age_group,age_40_44,26800
1/1/2020,WEST REGION,,language_literate,l2_eng_tam,34540
1/1/2020,NORTH REGION,male,marital_status,single,80907
1/1/2020,CENTRAL REGION,,religion,other_religions,2895
1/1/2020,NORTH-EAST REGION,,mode_of_transport_school,car,22844
1/1/2020,CENTRAL REGION,female,marital_status,divorced,23131
1/1/2020,NORTH-EAST REGION,,mode_of_transport_work,bus,72632
1/1/2010,CENTRAL REGION,male,age_group,age_40_44,36670
1/1/2010,NORTH-EAST REGION,,language_literate,l1_tam,1842
1/1/2015,WEST REGION,female,marital_status,married,229400
1/1/2000,NORTH REGION,,dwelling_type_household,hdb_3_room_flats,18649
1/1/2015,WEST REGION,,household_income,below_sgd_1000,3900
1/1/2020,WEST REGION,,household_size,person2,63962
1/1/2020,WEST REGION,,industry,transport_communications,
1/1/2000,EAST REGION,,income_from_work,sgd_11000_to_11999,
1/1/2020,NORTH-EAST REGION,,mode_of_transport_school,motorcycle_scooter,645
1/1/2015,NORTH REGION,,language_literate,l3_other_three,
1/1/2010,NORTH REGION,,education_attending,secondary,34784
1/1/2020,NORTH-EAST REGION,,language_spoken_at_home,mandarin,58778
1/1/2000,NORTH-EAST REGION,,mode_of_transport_school,mrt_other,0
1/1/2015,EAST REGION,female,ethnic_distribution,others,13460
1/1/2015,CENTRAL REGION,male,age_group,age_20_24,26510
1/1/2015,EAST REGION,,household_income,sgd_12000_to_12999,8400
1/1/2010,EAST REGION,,household_income,sgd_17500_to_19999,
1/1/2000,WEST REGION,,mode_of_transport_school,taxi_pvt_hire_car_only,0
1/1/2015,NORTH REGION,,language_spoken_at_home,tml_oth_lang,0
1/1/2020,WEST REGION,,language_spoken_at_home,mly_oth_lang,660
1/1/2015,NORTH REGION,,dwelling_type_population,hdb_1_and_2_room_flats,12970
1/1/2010,CENTRAL REGION,,language_spoken_at_home,chn_dlt_mand,0
1/1/2020,NORTH-EAST REGION,,household_income,sgd_13000_to_13999,10403
1/1/2010,CENTRAL REGION,,household_size,person1,58154
1/1/2010,CENTRAL REGION,male,age_group,age_45_49,38060
1/1/2015,NORTH REGION,,mode_of_transport_work,motorcycle_scooter,13900
1/1/2010,NORTH-EAST REGION,,dwelling_type_household,hdb_4_room_flats,75918
1/1/2020,WEST REGION,male,age_group,age_15_19,27360
1/1/2000,NORTH REGION,female,marital_status,single,35996
1/1/2000,WEST REGION,,household_income,sgd_13000_to_13999,
1/1/2020,WEST REGION,,mode_of_transport_school,mrt_car,0
1/1/2015,CENTRAL REGION,,household_size,person2,75800
1/1/2020,WEST REGION,,education_attending,university,25391
1/1/2015,NORTH-EAST REGION,,mode_of_transport_school,mrt_lrt_and_bus,0
1/1/2020,NORTH REGION,,income_from_work,sgd_8000_to_8999,13470
1/1/2015,WEST REGION,,household_income,sgd_7000_to_7999,16600
1/1/2020,CENTRAL REGION,,household_structure,three_more_fam_nucleus,636
1/1/2000,CENTRAL REGION,female,age_group,age_20_24,29280
1/1/2020,WEST REGION,female,age_group,age_80_84,6680
1/1/2000,CENTRAL REGION,,mode_of_transport_work,car,100364
1/1/2000,CENTRAL REGION,male,marital_status,divorced,8561
1/1/2015,WEST REGION,,income_from_work,sgd_1000_to_1999,0
1/1/2000,NORTH-EAST REGION,,income_from_work,sgd_6000_to_6999,
1/1/2000,EAST REGION,male,ethnic_distribution,others,5826
1/1/2015,EAST REGION,,dwelling_type_population,others,6340
1/1/2015,NORTH REGION,,household_size,person6,
1/1/2010,WEST REGION,female,age_group,age_50_54,34520
1/1/2020,EAST REGION,,household_structure,tfn_1to2_gen,3332
1/1/2015,WEST REGION,,language_spoken_at_home,eng_chn_dlt,0
1/1/2010,NORTH REGION,female,age_group,age_85_over,1450
1/1/2010,NORTH-EAST REGION,male,economic_status,,
1/1/2000,NORTH-EAST REGION,,household_income,sgd_7000_to_7999,7717
1/1/2020,CENTRAL REGION,,language_spoken_at_home,other_indian_languages,0
1/1/2015,NORTH REGION,,mode_of_transport_school,taxi,0
1/1/2000,NORTH-EAST REGION,,language_spoken_at_home,mand_chn_dlt,0
1/1/2000,WEST REGION,,mode_of_transport_work,mrt_lrt_only,0
1/1/2015,EAST REGION,,language_spoken_at_home,oth_ind_lang_eng,0
1/1/2010,CENTRAL REGION,,mode_of_transport_school,pvt_chartered_bus,19083
1/1/2015,CENTRAL REGION,,mode_of_transport_school,other_combi_mrt_or_bus,5700
1/1/2000,EAST REGION,female,ethnic_distribution,chinese,213127
1/1/2000,EAST REGION,,income_from_work,sgd_6000_over,35831
1/1/2000,WEST REGION,,household_structure,three_more_fam_nucleus,448
1/1/2010,WEST REGION,male,marital_status,married,227344
1/1/2015,WEST REGION,male,age_group,age_60_64,27640
1/1/2015,NORTH REGION,,household_income,sgd_14000_to_14999,4100
1/1/2020,EAST REGION,,industry,accommodation_food_services,21111
1/1/2020,NORTH REGION,,industry,professional_services,19671
1/1/2000,NORTH-EAST REGION,,mode_of_transport_work,motorcycle_scooter,11363
1/1/2020,NORTH-EAST REGION,female,ethnic_distribution,indian,37390
1/1/2010,NORTH REGION,,mode_of_transport_school,bus,23157
1/1/2010,WEST REGION,female,age_group,age_55_59,28370
1/1/2015,NORTH REGION,,income_from_work,sgd_2500_to_2999,22600
1/1/2015,CENTRAL REGION,,industry,wholesale_retail_trade,78300
1/1/2010,CENTRAL REGION,,language_literate,l2_eng_non_off,25533
1/1/2010,EAST REGION,male,marital_status,,
1/1/2010,WEST REGION,,household_income,sgd_10000_over,65228
1/1/2010,NORTH REGION,female,age_group,age_0_4,14440
1/1/2010,NORTH REGION,,industry,accommodation_food_services,16740
1/1/2000,EAST REGION,female,economic_status,employed,111610
1/1/2000,NORTH REGION,,industry,business_services,20256
1/1/2010,EAST REGION,,mode_of_transport_work,mrt,30765
1/1/2010,NORTH-EAST REGION,,mode_of_transport_work,no_transport_required,25721
1/1/2015,EAST REGION,male,age_group,age_30_34,22230
1/1/2015,WEST REGION,,mode_of_transport_work,others,7800
1/1/2015,EAST REGION,,industry,others,3400
1/1/2015,WEST REGION,,dwelling_type_population,total,903010
1/1/2020,WEST REGION,,education_attending,prof_qualification_diploma,3132
1/1/2010,CENTRAL REGION,,language_literate,l1_mal,8896
1/1/2020,WEST REGION,,household_size,person6,16909
1/1/2015,CENTRAL REGION,,education_attending,prof_qualification_diploma,2300
1/1/2015,NORTH-EAST REGION,female,age_group,age_25_29,30510
1/1/2000,NORTH-EAST REGION,,income_from_work,sgd_1000_to_1999,0
1/1/2015,CENTRAL REGION,,industry,admin_support_services,27200
1/1/2015,WEST REGION,,income_from_work,sgd_15000_over,0
1/1/2010,NORTH REGION,,income_from_work,sgd_4000_to_4999,26188
1/1/2000,NORTH REGION,,mode_of_transport_school,,
1/1/2000,WEST REGION,,dwelling_type_household,hdb_4_room_flats,85550
1/1/2010,WEST REGION,,language_literate,l3_eng_chi_mal,27754
1/1/2010,NORTH REGION,,household_income,sgd_2000_to_2999,14089
1/1/2020,CENTRAL REGION,,industry,information_communications,25856
1/1/2020,WEST REGION,,language_literate,l2_eng_chi,355031
1/1/2015,NORTH-EAST REGION,,household_income,sgd_8000_over,
1/1/2015,EAST REGION,,household_structure,ofn_2_gen,124300
1/1/2010,NORTH-EAST REGION,male,ethnic_distribution,indian,31503
1/1/2010,NORTH-EAST REGION,,mode_of_transport_school,motorcycle_scooter,526
1/1/2015,EAST REGION,,income_from_work,sgd_8000_to_8999,14000
1/1/2000,NORTH-EAST REGION,,language_spoken_at_home,chn_dlt_oth_lang,0
1/1/2015,CENTRAL REGION,female,age_group,age_70_74,18730
1/1/2010,NORTH-EAST REGION,,education_attending,prof_qualification_diploma,2784
1/1/2010,EAST REGION,,dwelling_type_household,hdb_1_and_2_room_flats,4684
1/1/2020,NORTH-EAST REGION,,industry,other_comm_social_personal,16280
1/1/2010,EAST REGION,male,age_group,age_70_74,6910
1/1/2010,CENTRAL REGION,,household_income,sgd_20000_over,
1/1/2010,NORTH REGION,,income_from_work,sgd_6000_over,
1/1/2015,NORTH-EAST REGION,male,marital_status,single,108600
1/1/2015,EAST REGION,,mode_of_transport_school,mrt_bus,30600
1/1/2010,WEST REGION,,dwelling_type_population,condominiums_and_other_apartments,81070
1/1/2020,WEST REGION,,household_income,total,300601
1/1/2015,WEST REGION,,language_spoken_at_home,english,252200
1/1/2015,CENTRAL REGION,,household_size,person1,53400
1/1/2020,WEST REGION,,language_spoken_at_home,eng_oth_lang,8381
1/1/2015,NORTH-EAST REGION,,household_income,sgd_10000_over,
1/1/2010,EAST REGION,,household_structure,ofn_3_more_gen,14001
1/1/2010,NORTH REGION,,dwelling_type_household,landed_properties,2267
1/1/2010,NORTH-EAST REGION,,mode_of_transport_work,mrt,43504
1/1/2010,CENTRAL REGION,,language_literate,l2_other_two,3153
1/1/2000,NORTH-EAST REGION,female,age_group,age_45_49,23920
1/1/2020,CENTRAL REGION,,household_size,person7,6564
1/1/2000,CENTRAL REGION,female,age_group,age_30_34,35450
1/1/2000,NORTH-EAST REGION,,mode_of_transport_work,,
1/1/2000,WEST REGION,,dwelling_type_household,,
1/1/2010,EAST REGION,,mode_of_transport_work,no_transport_required,24500
1/1/2015,NORTH REGION,,household_income,sgd_4000_to_4999,11900
1/1/2010,EAST REGION,,dwelling_type_household,total_hdb,158333
1/1/2000,CENTRAL REGION,female,marital_status,widowed,39879
1/1/2020,WEST REGION,,household_income,no_working_person,33150
1/1/2000,NORTH REGION,,language_spoken_at_home,oth_ind_lang_oth_lang,0
1/1/2000,NORTH-EAST REGION,,income_from_work,,
1/1/2015,NORTH-EAST REGION,,mode_of_transport_work,lorry_pickup,9500
1/1/2015,NORTH REGION,,income_from_work,sgd_2000_to_2999,0
1/1/2010,WEST REGION,,language_spoken_at_home,mand_chn_dlt,0
1/1/2010,WEST REGION,,mode_of_transport_school,car,18449
1/1/2015,CENTRAL REGION,,industry,hotels_restaurants,0
1/1/2020,EAST REGION,,language_spoken_at_home,mand_eng,77060
1/1/2000,EAST REGION,female,age_group,age_10_14,24740
1/1/2000,WEST REGION,,dwelling_type_population,hdb_1_and_2_room_flats,4540
1/1/2015,EAST REGION,,language_spoken_at_home,eng_mand,0
1/1/2015,NORTH REGION,,mode_of_transport_school,taxi_pvt_hire_car_only,0
1/1/2000,NORTH-EAST REGION,,income_from_work,sgd_8000_to_8999,
1/1/2000,NORTH-EAST REGION,,industry,accommodation_food_services,0
1/1/2015,CENTRAL REGION,,household_income,total,305800
1/1/2020,WEST REGION,,household_size,person1,40693
1/1/2015,NORTH-EAST REGION,,household_income,sgd_17500_to_19999,11100
1/1/2015,EAST REGION,male,marital_status,single,102100
1/1/2000,EAST REGION,,household_income,sgd_13000_to_13999,
1/1/2015,EAST REGION,,income_from_work,sgd_1000_to_1999,0
1/1/2020,EAST REGION,,mode_of_transport_school,mrt_car,0
1/1/2015,EAST REGION,,household_income,sgd_7000_to_7999,10400
1/1/2000,CENTRAL REGION,,income_from_work,sgd_2000_to_2499,45798
1/1/2010,NORTH REGION,,mode_of_transport_school,other_combi_mrt_lrt_or_bus,0
1/1/2015,NORTH REGION,female,age_group,age_20_24,19300
1/1/2020,EAST REGION,,education_attending,university,20529
1/1/2000,NORTH-EAST REGION,,income_from_work,sgd_2000_to_2999,0
1/1/2000,WEST REGION,male,ethnic_distribution,others,2281
1/1/2020,EAST REGION,male,age_group,age_15_19,18800
1/1/2020,EAST REGION,female,age_group,age_80_84,6480
1/1/2010,EAST REGION,female,marital_status,married,166886
1/1/2000,CENTRAL REGION,,industry,other_services_industries,81678
1/1/2020,CENTRAL REGION,,household_income,sgd_4000_to_4999,14135
1/1/2000,EAST REGION,,industry,arts_entertainment_recreation,0
1/1/2000,EAST REGION,,dwelling_type_household,hdb_1_and_2_room_flats,3643
1/1/2020,NORTH REGION,male,age_group,age_55_59,22910
1/1/2000,WEST REGION,male,ethnic_distribution,chinese,247825
1/1/2020,CENTRAL REGION,,income_from_work,sgd_2000_to_2999,45779
1/1/2010,EAST REGION,,industry,information_communications,16522
1/1/2020,NORTH-EAST REGION,,religion,no_religion,165145
1/1/2015,EAST REGION,female,age_group,age_60_64,22440
1/1/2000,NORTH REGION,,income_from_work,sgd_6000_to_6999,
1/1/2010,EAST REGION,,household_income,below_sgd_1000,6068
1/1/2020,NORTH-EAST REGION,,income_from_work,sgd_3000_to_3999,60348
1/1/2000,CENTRAL REGION,,income_from_work,sgd_12000_14999,0
1/1/2000,NORTH REGION,male,economic_status,,
1/1/2020,NORTH REGION,,household_size,person_more_8,2606
1/1/2010,NORTH-EAST REGION,female,age_group,age_85_over,3750
1/1/2010,WEST REGION,,mode_of_transport_work,bus,82372
1/1/2010,CENTRAL REGION,,income_from_work,sgd_1000_to_1499,39406
1/1/2010,NORTH REGION,female,age_group,age_20_24,17740
1/1/2000,CENTRAL REGION,,industry,transport_communications,43447
1/1/2000,NORTH-EAST REGION,,language_spoken_at_home,oth_lang_eng,0
1/1/2015,WEST REGION,,language_spoken_at_home,tml_oth_lang,0
1/1/2015,WEST REGION,,dwelling_type_population,hdb_1_and_2_room_flats,19350
1/1/2015,CENTRAL REGION,,language_spoken_at_home,tml_eng,0
1/1/2015,NORTH-EAST REGION,,industry,accommodation_food_services,31800
1/1/2020,NORTH REGION,,language_spoken_at_home,mly_oth_lang,449
1/1/2000,NORTH REGION,,mode_of_transport_school,taxi_pvt_hire_car_only,0
1/1/2010,EAST REGION,,income_from_work,sgd_7000_to_7999,12371
1/1/2020,CENTRAL REGION,male,age_group,age_5_9,21780
1/1/2010,EAST REGION,,household_income,sgd_1000_to_1999,12956
1/1/2000,NORTH-EAST REGION,,household_income,sgd_17500_to_19999,
1/1/2010,EAST REGION,,industry,others,3863
1/1/2000,WEST REGION,,industry,wholesale_retail_trade,57002
1/1/2000,NORTH REGION,,household_structure,no_family_nucleus,8378
1/1/2015,NORTH REGION,male,ethnic_distribution,malays,53390
1/1/2020,EAST REGION,,language_spoken_at_home,eng_chn_dlt,23932
1/1/2020,NORTH REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,8871
1/1/2010,NORTH REGION,male,age_group,age_65_69,5060
1/1/2015,WEST REGION,,household_structure,tfn_1to2_gen,
1/1/2015,NORTH REGION,male,marital_status,widowed,3300
1/1/2000,NORTH REGION,,mode_of_transport_school,lorry_pickup,107
1/1/2020,WEST REGION,male,age_group,age_35_39,31330
1/1/2010,EAST REGION,,industry,health_social_services,14695
1/1/2010,NORTH REGION,,mode_of_transport_work,,
1/1/2010,WEST REGION,,language_spoken_at_home,other_indian_languages,10864
1/1/2000,CENTRAL REGION,,dwelling_type_population,total,897710
1/1/2000,NORTH REGION,,language_spoken_at_home,oth_lang_eng,0
1/1/2000,CENTRAL REGION,,mode_of_transport_work,others,30428
1/1/2020,NORTH-EAST REGION,,dwelling_type_population,others,7660
1/1/2015,NORTH-EAST REGION,,income_from_work,sgd_1500_to_1999,30500
1/1/2020,WEST REGION,,income_from_work,sgd_6000_over,0
1/1/2015,EAST REGION,,mode_of_transport_school,no_transport_required,30500
1/1/2000,NORTH-EAST REGION,male,ethnic_distribution,malays,21858
1/1/2010,EAST REGION,,religion,other_christians,66815
1/1/2010,NORTH-EAST REGION,male,marital_status,single,99707
1/1/2010,CENTRAL REGION,,religion,sikhism,3642
1/1/2015,EAST REGION,male,age_group,age_70_74,8030
1/1/2020,NORTH REGION,female,age_group,age_45_49,23420
1/1/2010,CENTRAL REGION,,dwelling_type_population,others,17080
1/1/2015,WEST REGION,,mode_of_transport_school,lorry_pickup,0
1/1/2010,CENTRAL REGION,,religion,other_christians,115033
1/1/2015,CENTRAL REGION,,mode_of_transport_school,no_transport_required,24600
1/1/2000,EAST REGION,,dwelling_type_population,total,655990
1/1/2015,WEST REGION,,language_spoken_at_home,oth_lang_eng,0
1/1/2010,CENTRAL REGION,,industry,health_social_services,22740
1/1/2000,EAST REGION,,mode_of_transport_work,others,21979
1/1/2000,NORTH-EAST REGION,female,age_group,age_20_24,19150
1/1/2010,NORTH REGION,female,economic_status,,
1/1/2020,WEST REGION,,industry,manufacturing,67887
1/1/2015,WEST REGION,,household_size,person4,70000
1/1/2000,NORTH REGION,,mode_of_transport_work,bus,25971
1/1/2020,EAST REGION,,household_income,no_working_person,30151
1/1/2010,WEST REGION,,household_structure,ofn_3_more_gen,17405
1/1/2010,WEST REGION,,dwelling_type_household,total_hdb,230719
1/1/2010,WEST REGION,,mode_of_transport_work,no_transport_required,28645
1/1/2015,NORTH REGION,,household_structure,no_family_nucleus,20300
1/1/2015,NORTH REGION,female,age_group,age_30_34,21620
1/1/2000,NORTH-EAST REGION,,tenancy,owner,146632
1/1/2000,EAST REGION,,dwelling_type_household,,
1/1/2020,EAST REGION,,language_spoken_at_home,eng_oth_lang,5883
1/1/2020,NORTH-EAST REGION,,industry,transportation_storage,47619
1/1/2020,EAST REGION,,religion,other_christians,72460
1/1/2010,CENTRAL REGION,female,marital_status,,
1/1/2020,EAST REGION,,mode_of_transport_work,mrt_bus,0
1/1/2000,CENTRAL REGION,male,economic_status,employed,237096
1/1/2010,NORTH REGION,,language_literate,l3_eng_chi_mal,17401
1/1/2010,WEST REGION,,income_from_work,sgd_4000_to_4999,48537
1/1/2020,NORTH REGION,,language_literate,l2_eng_chi,196111
1/1/2010,WEST REGION,,household_income,sgd_2000_to_2999,22146
1/1/2015,NORTH REGION,,income_from_work,sgd_15000_over,0
1/1/2020,EAST REGION,,education_attending,polytechnic,12376
1/1/2000,CENTRAL REGION,,household_structure,ofn_2_gen,157944
1/1/2000,NORTH-EAST REGION,,religion,sikhism,1195
1/1/2000,NORTH REGION,,dwelling_type_household,hdb_4_room_flats,53284
